股票編號,股票名稱,行業編號,現價#,升跌,升跌(%),成交量,成交額,市盈率,市賬率,收益率,市值,股票編號_df4,流動比率,速動比率,資產回報率,股本回報率,毛利率,邊際利潤率,派息比率,債務股本比率,截至,股票編號_df6,收入,年度收入增長,經營溢利,經營利益率,股東應佔溢利,邊際利潤率_df6,每股盈利,每股盈利年度增長,截至_df6,sno,數字市值
01951.HK,錦欣生殖,050204,2.520,-0.060,-2.326%,1.49千萬,3.80千萬,22.44,0.63,0.00%,69.17億,01951.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01951.HK,30.57億,14.000%,5.03億,16.464%,3.78億,12.360%,0.143,152.648%,2023/12,1951.HK,6917000000.0
01952.HK,雲頂新耀,050204,47.660,+0.980,+2.099%,5.11百萬,2.45億,無盈利,3.59,0.00%,168.50億,01952.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01952.HK,1.38億,856.000%,-10.22億,-740.668%,-9.26億,-670.571%,-2.960,-216.102%,2023/12,1952.HK,16850000000.0
02105.HK,來凱醫藥－Ｂ,050204,13.420,+1.460,+12.207%,7.57百萬,9.89千萬,無盈利,6.39,0.00%,59.92億,02105.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02105.HK,1.84千萬,N/A,-3.24億,N/A,-4.04億,N/A,-1.842,N/A,2023/12,2105.HK,5992000000.0
02112.HK,恩典生命科技,050204,0.062,+0.001,+1.639%,56.00萬,3.40萬,無盈利,N/A,0.00%,9.30千萬,02112.HK,0.40,0.40,-36.32%,33.00%,10.45%,-145.17%,N/A,-100.95%,2023/12,02112.HK,2.13億,-15.000%,-3.04億,-142.928%,-3.09億,-145.170%,-0.205,29.274%,2023/12,2112.HK,93000000.0
02137.HK,騰盛博藥－Ｂ,050204,1.820,-0.050,-2.674%,3.32百萬,6.08百萬,無盈利,0.47,0.00%,13.12億,02137.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02137.HK,1.80億,N/A,-2.02億,"-29,881.686%",-1.92億,"-28,335.332%",-0.263,65.192%,2023/12,2137.HK,1312000000.0
02142.HK,和鉑醫藥－Ｂ,050204,14.030,+0.540,+4.003%,6.04百萬,8.53千萬,499.29,11.11,0.00%,122.04億,02142.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02142.HK,6.99億,120.000%,1.77億,25.342%,1.78億,25.471%,0.234,N/A,2023/12,2142.HK,12204000000.0
02162.HK,康諾亞－Ｂ,050204,60.500,+0.700,+1.171%,2.14百萬,1.31億,無盈利,6.43,0.00%,180.74億,02162.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02162.HK,3.88億,243.000%,-3.90億,-100.591%,-3.94億,-101.486%,-1.502,-12.819%,2023/12,2162.HK,18074000000.0
02170.HK,貝康醫療－Ｂ,050204,2.380,-0.070,-2.857%,17.70萬,42.69萬,無盈利,0.54,0.00%,1.97億,02170.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02170.HK,2.28億,43.000%,-2.12億,-93.140%,-2.10億,-92.167%,-0.767,-36.041%,2023/12,2170.HK,197000000.0
02171.HK,科濟藥業－Ｂ,050204,17.890,+0.260,+1.475%,1.66百萬,3.00千萬,無盈利,9.10,0.00%,102.88億,02171.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02171.HK,0.00,N/A,-8.41億,N/A,-8.20億,N/A,-1.469,19.623%,2023/12,2171.HK,10288000000.0
02179.HK,瑞科生物－Ｂ,050204,6.070,-0.030,-0.492%,0.00,0.00,無盈利,5.21,0.00%,19.19億,02179.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02179.HK,1.10億,-33.000%,-6.28億,N/A,-6.27億,N/A,-1.304,23.924%,2023/12,2179.HK,1919000000.0000002
02197.HK,三葉草生物－Ｂ,050204,2.690,-0.020,-0.738%,1.53千萬,4.19千萬,無盈利,N/A,0.00%,34.90億,02197.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02197.HK,4.30千萬,64.000%,-1.52億,-352.921%,-1.52億,-352.921%,-0.121,95.185%,2023/12,2197.HK,3490000000.0
02256.HK,和譽－Ｂ,050204,14.700,+0.060,+0.410%,1.47百萬,2.16千萬,309.47,4.80,0.00%,98.84億,02256.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02256.HK,2.09千萬,N/A,-4.73億,"-2,264.339%",-4.73億,"-2,264.339%",-0.734,18.618%,2023/12,2256.HK,9884000000.0
02257.HK,聖諾醫藥－Ｂ,050204,8.990,+0.980,+12.235%,1.46百萬,1.32千萬,無盈利,N/A,0.00%,9.55億,02257.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02257.HK,2.60千萬,57.000%,-6.64億,N/A,-6.15億,N/A,-8.045,11.173%,2023/12,2257.HK,955000000.0000001
02269.HK,藥明生物,050204,33.320,-1.160,-3.364%,3.02千萬,10.15億,38.11,3.08,0.00%,"1,363.16億",02269.HK,2.78,2.54,6.01%,8.43%,40.08%,19.96%,N/A,11.31%,2023/12,02269.HK,186.73億,8.000%,45.75億,24.502%,37.27億,19.958%,0.899,-24.829%,2023/12,2269.HK,136316000000.00002
02315.HK,百奧賽圖－Ｂ,050204,32.540,+0.040,+0.123%,54.11萬,1.76千萬,363.17,14.65,0.00%,36.05億,02315.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02315.HK,7.86億,30.000%,-2.96億,-37.701%,-4.20億,-53.417%,-1.052,40.959%,2023/12,2315.HK,3604999999.9999995
02359.HK,藥明康德,050204,105.200,0.000,0.000%,4.25百萬,4.47億,30.52,4.87,1.36%,537.02億,02359.HK,2.06,1.87,14.51%,19.39%,40.59%,26.50%,27.02%,10.43%,2023/12,02359.HK,442.22億,N/A,144.60億,32.698%,117.18億,26.499%,3.990,17.511%,2023/12,2359.HK,53702000000.0
02552.HK,華領醫藥－Ｂ,050204,3.390,+0.010,+0.296%,3.33百萬,1.13千萬,無盈利,N/A,0.00%,35.82億,02552.HK,6.24,6.06,-12.24%,-208.83%,48.78%,-275.73%,N/A,165.85%,2023/12,02552.HK,8.40千萬,322.000%,-2.32億,-275.726%,-2.32億,-275.726%,-0.241,-1.799%,2023/12,2552.HK,3582000000.0
02616.HK,基石藥業－Ｂ,050204,6.080,+0.590,+10.747%,1.97千萬,1.21億,無盈利,20.18,0.00%,89.74億,02616.HK,1.56,1.44,-22.10%,-80.39%,65.60%,-79.17%,N/A,79.56%,2023/12,02616.HK,5.08億,-6.000%,-4.03億,-79.172%,-4.03億,-79.172%,-0.318,63.403%,2023/12,2616.HK,8974000000.0
03347.HK,泰格醫藥,050204,44.160,-1.140,-2.517%,1.55百萬,7.00千萬,88.46,1.73,0.74%,54.37億,03347.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,03347.HK,80.94億,1.000%,26.14億,32.300%,22.21億,27.444%,2.565,-2.411%,2023/12,3347.HK,5437000000.0
03681.HK,中國抗體－Ｂ,050204,1.800,+0.030,+1.695%,1.12千萬,2.02千萬,無盈利,9.58,0.00%,24.96億,03681.HK,1.56,1.56,-28.68%,-82.25%,30.92%,"-17,810.33%",N/A,152.51%,2023/12,03681.HK,1.50百萬,-97.000%,-2.66億,"-17,810.330%",-2.66億,"-17,810.330%",-0.263,19.582%,2023/12,3681.HK,2496000000.0
03759.HK,康龍化成,050204,23.300,-0.840,-3.480%,4.10百萬,9.68千萬,21.62,2.85,0.94%,68.57億,03759.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,03759.HK,126.48億,9.000%,20.17億,15.947%,17.55億,13.877%,0.990,13.259%,2023/12,3759.HK,6856999999.999999
00331.HK,豐盛生活服務,090102,5.840,-0.080,-1.351%,24.80萬,1.46百萬,5.91,2.35,6.78%,26.28億,00331.HK,1.27,1.26,12.47%,49.84%,12.54%,5.83%,40.18%,27.98%,2024/06,00331.HK,84.48億,8.000%,5.91億,6.992%,4.93億,5.832%,1.090,-4.386%,2024/06,0331.HK,2628000000.0
00368.HK,德合集團,090102,0.345,+0.045,+15.000%,23.20萬,7.69萬,14.62,1.26,4.84%,2.76億,00368.HK,1.16,1.16,2.55%,11.02%,12.85%,2.20%,N/A,220.90%,2023/12,00368.HK,10.08億,23.000%,2.59千萬,2.572%,2.22千萬,2.199%,0.028,-21.083%,2023/12,0368.HK,276000000.0
00370.HK,港仔機器人,090102,1.040,-0.090,-7.965%,4.69百萬,5.01百萬,無盈利,3.73,0.00%,21.75億,00370.HK,1.12,1.12,-7.61%,-18.23%,16.91%,-60.97%,N/A,47.90%,2024/03,00370.HK,2.15億,-57.000%,-1.26億,-58.578%,-1.31億,-60.968%,-0.069,65.152%,2024/03,0370.HK,2175000000.0
00385.HK,建聯集團,090102,0.410,+0.015,+3.797%,10.00萬,4.14萬,4.81,0.12,6.10%,2.44億,00385.HK,1.37,1.32,0.46%,1.22%,11.04%,0.43%,58.14%,36.74%,2023/12,00385.HK,59.82億,1.000%,7.61千萬,1.272%,2.57千萬,0.430%,0.043,N/A,2023/12,0385.HK,244000000.0
00393.HK,旭日企業,090102,1.350,-0.010,-0.735%,6.40萬,8.64萬,33.25,0.74,7.26%,20.25億,00393.HK,3.40,3.06,1.43%,1.84%,19.53%,5.31%,237.76%,1.62%,2023/12,00393.HK,8.21億,-22.000%,5.19千萬,6.314%,4.36千萬,5.310%,0.029,11.284%,2023/12,0393.HK,2025000000.0
00406.HK,有利集團,090102,0.700,0.000,0.000%,0.00,0.00,無盈利,0.22,3.57%,3.07億,00406.HK,1.12,1.05,1.17%,4.46%,8.74%,0.86%,32.64%,152.27%,2024/03,00406.HK,78.12億,16.000%,1.65億,2.106%,6.71千萬,0.859%,0.153,35.216%,2024/03,0406.HK,307000000.0
00726.HK,築友智造科技,090102,0.046,0.000,0.000%,0.00,0.00,無盈利,0.10,0.00%,1.43億,00726.HK,0.82,0.77,-4.98%,-16.79%,5.75%,-36.41%,N/A,92.13%,2023/12,00726.HK,8.67億,-44.000%,-3.00億,-34.621%,-3.16億,-36.410%,-0.102,-112.971%,2023/12,0726.HK,143000000.0
00750.HK,水發興業能源,090102,0.260,0.000,0.000%,70.70萬,18.11萬,無盈利,0.15,0.00%,6.55億,00750.HK,1.21,1.21,-0.11%,-0.53%,22.82%,-0.52%,N/A,209.76%,2023/12,00750.HK,47.80億,-17.000%,6.01億,12.564%,-2.49千萬,-0.522%,-0.010,N/A,2023/12,0750.HK,655000000.0
00784.HK,凌銳控股,090102,0.150,0.000,0.000%,0.00,0.00,無盈利,2.11,0.00%,1.20億,00784.HK,1.65,1.65,0.46%,0.85%,14.76%,0.34%,N/A,39.77%,2024/03,00784.HK,1.94億,-18.000%,65.50萬,0.338%,65.50萬,0.338%,0.001,N/A,2024/03,0784.HK,120000000.0
00830.HK,中國建築興業,090102,1.300,0.000,0.000%,85.60萬,1.11百萬,4.51,1.10,7.54%,29.32億,00830.HK,1.17,1.15,5.45%,24.17%,11.23%,6.70%,33.81%,51.92%,2023/12,00830.HK,86.66億,12.000%,6.50億,7.505%,5.80億,6.698%,0.257,34.642%,2023/12,0830.HK,2932000000.0
00896.HK,興勝創建,090102,0.240,-0.007,-2.834%,10.91萬,2.62萬,無盈利,0.07,0.00%,2.58億,00896.HK,0.85,0.42,-3.47%,-5.74%,7.43%,-13.39%,-5.03%,50.07%,2024/03,00896.HK,16.13億,30.000%,-2.16億,-13.385%,-2.16億,-13.395%,-0.199,-468.571%,2024/03,0896.HK,258000000.0
00924.HK,坤集團,090102,0.099,0.000,0.000%,0.00,0.00,無盈利,0.47,0.00%,9.90千萬,00924.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,00924.HK,4.00億,36.000%,1.70百萬,0.424%,-5.12萬,-0.013%,0.000,99.409%,2024/06,0924.HK,99000000.0
00983.HK,瑞安建業,090102,0.385,+0.005,+1.316%,1.80萬,6.91千,無盈利,0.07,0.00%,1.44億,00983.HK,1.05,0.87,-1.69%,-6.54%,100.00%,-1.86%,N/A,133.19%,2023/12,00983.HK,83.71億,32.000%,-1.50千萬,-0.156%,-1.55億,-1.859%,-0.410,33.871%,2023/12,0983.HK,144000000.0
01183.HK,澳能建設,090102,0.147,-0.003,-2.000%,7.80萬,1.15萬,無盈利,1.62,0.00%,5.85億,01183.HK,1.44,1.37,-1.06%,-3.08%,8.08%,-0.77%,N/A,74.66%,2023/12,01183.HK,14.53億,11.000%,9.85百萬,0.678%,-1.12千萬,-0.774%,-0.003,N/A,2023/12,1183.HK,585000000.0
01220.HK,志道國際,090102,0.056,0.000,0.000%,0.00,0.00,無盈利,0.54,0.00%,1.16億,01220.HK,2.37,2.37,-27.70%,-41.87%,-11.49%,-101.07%,N/A,5.94%,2024/03,01220.HK,8.46千萬,-65.000%,-8.02千萬,-99.693%,-8.55千萬,-101.071%,-0.043,-575.000%,2024/03,1220.HK,115999999.99999999
01240.HK,青建國際,090102,0.191,0.000,0.000%,0.00,0.00,6.90,0.12,0.00%,2.90億,01240.HK,1.18,0.95,-4.41%,-20.61%,2.55%,-4.70%,N/A,215.30%,2023/12,01240.HK,104.23億,25.000%,-8.53千萬,-0.819%,-4.90億,-4.705%,-0.298,16.760%,2023/12,1240.HK,290000000.0
01315.HK,綠色經濟,090102,0.148,0.000,0.000%,0.00,0.00,5.90,0.62,0.00%,9.20千萬,01315.HK,1.43,1.28,2.68%,16.83%,2.89%,0.62%,N/A,194.11%,2024/03,01315.HK,29.35億,19.000%,4.82千萬,1.642%,1.82千萬,0.621%,0.049,N/A,2024/03,1315.HK,92000000.0
01376.HK,RAFFLESI,090102,0.152,+0.007,+4.828%,3.55百萬,53.22萬,無盈利,3.24,0.00%,1.52億,01376.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01376.HK,5.40億,39.000%,8.95百萬,1.658%,8.30百萬,1.539%,0.008,N/A,2023/12,1376.HK,152000000.0
01408.HK,濠江機電,090102,0.238,-0.002,-0.833%,10.00萬,2.32萬,無盈利,0.60,0.00%,1.19億,01408.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01408.HK,1.25億,-10.000%,-3.69百萬,-2.965%,-3.65百萬,-2.930%,-0.007,N/A,2023/12,1408.HK,119000000.0
01413.HK,鑄帝控股,090102,0.098,+0.007,+7.692%,9.13千萬,8.68百萬,無盈利,0.53,0.00%,1.37億,01413.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01413.HK,6.18億,82.000%,2.12千萬,3.423%,1.73千萬,2.792%,0.017,"1,630.000%",2024/03,1413.HK,137000000.0
01416.HK,CTR,090102,0.285,0.000,0.000%,82.00萬,23.44萬,8.91,1.15,0.00%,3.99億,01416.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01416.HK,8.75億,67.000%,1.98千萬,2.268%,1.56千萬,1.778%,0.011,-61.201%,2024/02,1416.HK,399000000.0
01420.HK,川控股,090102,0.180,0.000,0.000%,0.00,0.00,4.89,0.39,0.00%,2.27億,01420.HK,2.93,2.93,2.67%,3.52%,7.11%,2.69%,N/A,9.49%,2023/12,01420.HK,7.15億,38.000%,3.08千萬,4.301%,1.92千萬,2.686%,0.018,85.455%,2023/12,1420.HK,227000000.0
01427.HK,中國天保集團,090102,0.250,+0.006,+2.459%,9.00千,2.23千,無盈利,0.22,0.00%,2.19億,01427.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01427.HK,29.78億,37.000%,4.85千萬,1.630%,1.20千萬,0.405%,0.011,N/A,2023/12,1427.HK,219000000.0
01429.HK,天任集團,090102,0.100,+0.001,+1.010%,1.30百萬,13.03萬,無盈利,0.63,0.00%,1.60億,01429.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01429.HK,6.08億,N/A,-3.23千萬,-5.308%,-3.24千萬,-5.328%,-0.020,N/A,2024/03,1429.HK,160000000.0
01447.HK,新福港,090102,0.475,0.000,0.000%,0.00,0.00,6.84,0.51,14.74%,1.90億,01447.HK,1.20,1.20,1.30%,6.82%,2.54%,0.66%,111.11%,72.88%,2023/12,01447.HK,38.52億,5.000%,4.09千萬,1.062%,2.53千萬,0.657%,0.063,34.043%,2023/12,1447.HK,190000000.0
01459.HK,巨匠建設,090102,0.260,0.000,0.000%,0.00,0.00,26.00,0.08,0.00%,3.47千萬,01459.HK,1.25,1.25,0.15%,0.66%,4.14%,0.13%,91.22%,41.37%,2023/12,01459.HK,91.15億,-5.000%,1.15千萬,0.127%,1.16千萬,0.127%,0.022,-80.566%,2023/12,1459.HK,34700000.0
01486.HK,思城控股,090102,0.480,-0.015,-3.030%,10.00萬,4.80萬,無盈利,0.45,0.00%,2.08億,01486.HK,2.10,2.10,-3.11%,-5.11%,12.89%,-4.68%,N/A,28.58%,2023/12,01486.HK,4.54億,-14.000%,-3.77千萬,-8.298%,-2.12千萬,-4.676%,-0.074,-13.037%,2023/12,1486.HK,208000000.0
01489.HK,GC,090102,0.455,+0.020,+4.598%,2.91百萬,1.34百萬,無盈利,1.67,0.00%,4.55億,01489.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01489.HK,5.85億,8.000%,2.06千萬,3.518%,1.91千萬,3.259%,0.019,-66.667%,2024/03,1489.HK,455000000.0
01495.HK,集一控股,090102,0.098,0.000,0.000%,0.00,0.00,無盈利,0.53,0.00%,2.58千萬,01495.HK,1.60,1.60,-55.27%,-130.35%,0.10%,-79.21%,N/A,79.68%,2023/12,01495.HK,6.90億,9.000%,-4.47億,-64.802%,-5.47億,-79.206%,-2.072,-927.319%,2023/12,1495.HK,25800000.0
01499.HK,歐科雲鏈,090102,0.242,-0.008,-3.200%,3.57百萬,87.07萬,無盈利,8.71,0.00%,13.00億,01499.HK,1.14,0.17,-3.02%,-24.33%,19.63%,-11.95%,N/A,593.09%,2024/03,01499.HK,3.37億,-2.000%,-4.26千萬,-12.619%,-4.03千萬,-11.948%,-0.008,N/A,2024/03,1499.HK,1300000000.0
00027.HK,銀河娛樂,100405,41.200,-0.620,-1.483%,6.80百萬,2.80億,20.57,2.37,2.43%,"1,802.46億",00027.HK,1.53,1.51,7.83%,9.65%,100.00%,19.13%,12.80%,2.94%,2023/12,00027.HK,364.74億,210.000%,69.77億,19.552%,68.28億,19.134%,1.562,N/A,2023/12,0027.HK,180246000000.0
00200.HK,新濠國際發展,100405,5.020,-0.150,-2.901%,6.02百萬,3.02千萬,無盈利,221.15,0.00%,114.21億,00200.HK,1.46,1.43,-1.95%,-262.25%,100.00%,-5.91%,N/A,"9,905.85%",2023/12,00200.HK,295.32億,179.000%,7.15億,2.422%,-17.44億,-5.905%,-1.160,65.882%,2023/12,0200.HK,11421000000.0
00296.HK,英皇娛樂酒店,100405,0.255,0.000,0.000%,37.78萬,9.77萬,無盈利,0.09,0.00%,3.03億,00296.HK,3.51,3.45,1.25%,1.62%,39.00%,7.71%,30.00%,0.72%,2024/03,00296.HK,7.89億,171.000%,3.54千萬,4.486%,6.09千萬,7.714%,0.050,N/A,2024/03,0296.HK,303000000.0
00880.HK,澳博控股,100405,2.750,+0.010,+0.365%,2.28千萬,6.23千萬,"5,500.00",1.40,0.00%,195.30億,00880.HK,0.84,0.81,-4.04%,-14.42%,100.00%,-9.29%,N/A,208.77%,2023/12,00880.HK,216.23億,223.000%,-18.31億,-8.468%,-20.10億,-9.295%,-0.283,76.917%,2023/12,0880.HK,19530000000.0
00959.HK,世紀娛樂國際,100405,0.720,0.000,0.000%,0.00,0.00,無盈利,N/A,0.00%,9.23千萬,00959.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,00959.HK,13.20萬,-5.000%,-2.42千萬,N/A,-2.42千萬,N/A,-0.189,61.288%,2024/03,0959.HK,92300000.0
01009.HK,國際娛樂,100405,1.180,-0.010,-0.840%,34.00萬,40.13萬,無盈利,2.09,0.00%,16.16億,01009.HK,1.03,1.02,-5.68%,-12.98%,57.63%,-57.43%,N/A,108.83%,2024/06,01009.HK,2.30億,10.000%,-1.58億,-68.828%,-1.32億,-57.429%,-0.096,N/A,2024/06,1009.HK,1616000000.0
01128.HK,永利澳門,100405,6.800,-0.060,-0.875%,8.93百萬,6.07千萬,11.10,N/A,3.82%,357.48億,01128.HK,1.59,1.56,2.61%,-7.41%,100.00%,4.83%,34.09%,-334.14%,2023/12,01128.HK,242.68億,329.000%,37.02億,15.256%,11.72億,4.828%,0.220,N/A,2023/12,1128.HK,35748000000.0
01180.HK,匯彩控股,100405,0.730,0.000,0.000%,32.40萬,23.51萬,2.13,1.53,21.92%,7.68億,01180.HK,1.19,0.96,12.59%,33.28%,51.17%,10.37%,N/A,104.28%,2023/12,01180.HK,6.34億,112.000%,6.22千萬,9.813%,6.58千萬,10.371%,0.063,N/A,2023/12,1180.HK,768000000.0
01245.HK,NIRAKU,100405,0.214,-0.006,-2.727%,24.60萬,5.09萬,8.08,0.24,5.61%,2.56億,01245.HK,0.99,0.99,0.63%,2.06%,100.00%,1.54%,74.29%,190.23%,2024/03,01245.HK,14.46億,-2.000%,1.41億,10.098%,2.14千萬,1.540%,0.018,-67.732%,2024/03,1245.HK,256000000.0
01371.HK,中國生態旅遊,100405,0.285,-0.010,-3.390%,4.13萬,1.15萬,無盈利,N/A,0.00%,4.40千萬,01371.HK,0.20,0.14,-237.32%,41.66%,40.76%,-404.00%,N/A,-10.75%,2024/06,01371.HK,6.73千萬,-67.000%,-2.59億,-385.454%,-2.72億,-403.997%,-1.760,-23.944%,2024/06,1371.HK,44000000.0
01655.HK,OKURA,100405,0.238,-0.001,-0.418%,2.44百萬,55.90萬,1.95,0.29,0.00%,1.43億,01655.HK,1.21,1.19,11.07%,26.31%,100.00%,31.53%,N/A,104.00%,2024/06,01655.HK,3.41億,-7.000%,9.69千萬,30.788%,9.92千萬,31.529%,0.166,-50.851%,2024/06,1655.HK,143000000.0
01680.HK,澳門勵駿,100405,0.310,0.000,0.000%,14.12萬,4.28萬,無盈利,0.07,0.00%,2.88億,01680.HK,0.21,0.19,-0.07%,-0.13%,17.78%,-0.55%,N/A,71.86%,2023/12,01680.HK,9.02億,26.000%,-4.09億,-45.345%,-4.92百萬,-0.546%,-0.001,99.183%,2023/12,1680.HK,288000000.0
01928.HK,金沙中國有限公司,100405,21.080,-0.240,-1.126%,9.05百萬,1.90億,21.03,21.32,1.19%,"1,706.08億",01928.HK,1.23,1.21,6.75%,"-17,300.00%",100.00%,10.59%,N/A,"-208,200.00%",2023/12,01928.HK,510.37億,307.000%,95.68億,18.748%,54.05億,10.591%,0.669,N/A,2023/12,1928.HK,170608000000.0
02282.HK,美高梅中國,100405,16.130,-0.420,-2.538%,4.89百萬,7.87千萬,13.32,116.21,3.75%,613.22億,02282.HK,0.50,0.48,9.04%,-198.78%,100.00%,10.69%,50.00%,"-1,960.90%",2023/12,02282.HK,246.84億,368.000%,45.47億,18.423%,26.38億,10.688%,0.694,N/A,2023/12,2282.HK,61322000000.0
02536.HK,百樂皇宮,100405,2.640,-0.040,-1.493%,3.00千,8.03千,138.22,3.88,1.10%,21.29億,02536.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02536.HK,5.64億,N/A,5.17千萬,9.162%,8.54百萬,1.514%,0.012,N/A,2024/03,2536.HK,2129000000.0
03918.HK,金界控股,100405,5.090,-0.180,-3.416%,3.71百萬,1.91千萬,26.46,1.35,0.00%,225.13億,03918.HK,0.63,0.62,6.46%,8.78%,79.07%,33.33%,N/A,25.95%,2023/12,03918.HK,41.65億,15.000%,15.52億,37.258%,13.88億,33.330%,0.314,66.180%,2023/12,3918.HK,22513000000.0
06889.HK,DYNAM,100405,3.420,-0.030,-0.870%,7.97千,2.73萬,11.38,0.35,7.64%,23.82億,06889.HK,1.01,0.96,0.92%,2.57%,100.00%,2.60%,104.17%,150.84%,2024/03,06889.HK,71.27億,-4.000%,4.64億,6.891%,1.75億,2.596%,0.248,68.163%,2024/03,6889.HK,2382000000.0
08400.HK,亞洲先鋒娛樂,100405,0.043,0.000,0.000%,0.00,0.00,11.32,2.14,0.00%,4.30千萬,08400.HK,1.78,1.56,-5.37%,-11.84%,36.67%,-6.51%,N/A,29.31%,2023/12,08400.HK,2.97千萬,182.000%,-2.42百萬,-8.138%,-1.93百萬,-6.511%,-0.002,87.075%,2023/12,8400.HK,43000000.0
01086.HK,好孩子國際,020304,1.190,+0.020,+1.709%,7.58百萬,9.07百萬,5.58,0.34,5.88%,19.88億,01086.HK,1.05,0.77,1.79%,3.63%,50.05%,2.57%,N/A,54.43%,2023/12,01086.HK,79.27億,-4.000%,1.97億,2.483%,2.03億,2.567%,0.120,500.000%,2023/12,1086.HK,1988000000.0
01247.HK,米格國際控股,020304,3.190,-0.020,-0.623%,73.40萬,2.37百萬,無盈利,4.22,0.00%,7.06億,01247.HK,2.37,1.95,-5.82%,-8.84%,16.95%,-8.44%,N/A,11.82%,2023/12,01247.HK,1.65億,2.000%,-1.17千萬,-7.096%,-1.39千萬,-8.443%,-0.093,-5.949%,2023/12,1247.HK,706000000.0
01451.HK,萬成集團股份,020304,0.980,0.000,0.000%,0.00,0.00,3.97,0.87,30.61%,1.98億,01451.HK,5.40,4.44,6.38%,7.77%,32.11%,6.96%,73.71%,0.84%,2023/12,01451.HK,2.34億,-10.000%,2.86千萬,12.218%,1.63千萬,6.958%,0.081,17.971%,2023/12,1451.HK,198000000.0
02698.HK,樂舒適,020304,30.860,-0.740,-2.342%,1.30百萬,4.02千萬,N/A,N/A,0.00%,186.98億,02698.HK,2.11,1.71,-6.11%,-9.00%,-6.13%,-9.40%,N/A,28.01%,2022/12,02698.HK,186.97億,-6.000%,-16.61億,-8.883%,-17.57億,-9.398%,-1.467,N/A,2022/12,2698.HK,18698000000.0
06090.HK,不同集團,020304,100.100,-2.000,-1.959%,2.76萬,2.77百萬,N/A,N/A,0.00%,90.84億,06090.HK,0.55,0.55,4.61%,10.40%,68.47%,39.58%,11.76%,109.19%,2022/12,06090.HK,10.50億,27.000%,5.03億,47.850%,4.16億,39.582%,0.495,36.741%,2022/12,6090.HK,9084000000.0
08456.HK,民信國際控股,020304,0.345,-0.005,-1.429%,0.00,0.00,無盈利,12.11,0.00%,4.56千萬,08456.HK,1.07,1.05,-9.68%,-81.25%,20.74%,-6.71%,N/A,203.42%,2024/03,08456.HK,6.98千萬,-10.000%,-4.06百萬,-5.807%,-4.68百萬,-6.706%,-0.020,33.333%,2024/03,8456.HK,45599999.99999999
01008.HK,力圖控股,060108,0.198,0.000,0.000%,8.40萬,1.66萬,3.85,0.15,20.20%,3.10億,01008.HK,2.17,2.02,-6.04%,-7.69%,17.74%,-22.87%,N/A,6.19%,2023/12,01008.HK,7.17億,-22.000%,-1.09億,-15.263%,-1.64億,-22.867%,-0.105,N/A,2023/12,1008.HK,310000000.0
01626.HK,嘉耀控股,060108,2.500,-0.060,-2.344%,68.40萬,1.71百萬,27.87,3.13,12.00%,15.00億,01626.HK,1.35,1.08,6.78%,24.64%,26.62%,6.82%,N/A,23.02%,2023/12,01626.HK,15.96億,46.000%,1.79億,11.247%,1.09億,6.821%,0.186,"1,551.928%",2023/12,1626.HK,1500000000.0
01689.HK,華禧控股,060108,0.450,-0.005,-1.099%,31.00萬,13.61萬,無盈利,1.55,0.00%,3.16億,01689.HK,2.05,1.88,-8.43%,-12.80%,21.43%,-26.50%,N/A,8.00%,2023/12,01689.HK,1.55億,-20.000%,-4.29千萬,-27.580%,-4.12千萬,-26.504%,-0.059,22.457%,2023/12,1689.HK,316000000.0
