股票編號,股票名稱,行業編號,現價#,升跌,升跌(%),成交量,成交額,市盈率,市賬率,收益率,市值,股票編號_df4,流動比率,速動比率,資產回報率,股本回報率,毛利率,邊際利潤率,派息比率,債務股本比率,截至,股票編號_df6,收入,年度收入增長,經營溢利,經營利益率,股東應佔溢利,邊際利潤率_df6,每股盈利,每股盈利年度增長,截至_df6,sno,數字市值,type
00146.HK,太平地氈,020404,1.760,-0.050,-2.762%,1.10萬,1.90萬,8.53,0.78,6.82%,3.73億,00146.HK,1.46,1.29,5.06%,9.26%,61.70%,6.58%,60.45%,25.11%,2024/06,00146.HK,6.40億,6.000%,4.56千萬,7.116%,4.21千萬,6.578%,0.199,9.608%,2024/06,0146.HK,373000000.0,S
00149.HK,中國農產品交易,020702,0.080,+0.002,+2.564%,1.09百萬,8.67萬,100.00,0.49,0.00%,7.96億,00149.HK,1.60,0.45,0.16%,0.44%,59.28%,1.27%,N/A,80.42%,2024/03,00149.HK,5.79億,-2.000%,1.95億,33.618%,7.35百萬,1.270%,0.001,N/A,2024/03,0149.HK,796000000.0,S
00150.HK,HYPEBEAS,100201,0.170,+0.005,+3.030%,55.72萬,9.13萬,無盈利,0.82,2.12%,3.46億,00150.HK,4.14,3.51,3.54%,4.64%,46.16%,2.49%,130.46%,9.23%,2024/03,00150.HK,8.96億,-6.000%,2.56千萬,2.854%,2.23千萬,2.491%,0.011,N/A,2024/03,0150.HK,346000000.0,S
00154.HK,北京控股環境集團,100103,0.570,0.000,0.000%,1.50萬,8.45千,2.81,0.22,0.00%,8.55億,00154.HK,0.74,0.72,1.93%,5.74%,31.35%,9.87%,N/A,133.23%,2023/12,00154.HK,21.21億,-17.000%,4.63億,21.823%,2.09億,9.871%,0.140,-40.720%,2023/12,0154.HK,855000000.0000001,S
00156.HK,力寶華潤,100402,0.750,0.000,0.000%,0.00,0.00,無盈利,0.39,0.00%,6.89億,00156.HK,1.58,1.54,-3.68%,-5.87%,58.17%,-19.80%,N/A,32.76%,2023/12,00156.HK,7.39億,21.000%,-1.82億,-24.547%,-1.46億,-19.802%,-0.160,46.667%,2023/12,0156.HK,689000000.0,S
00157.HK,自然美,020305,0.540,0.000,0.000%,0.00,0.00,無盈利,2.42,0.00%,10.81億,00157.HK,1.21,0.94,-1.73%,-2.63%,59.62%,-4.50%,N/A,32.42%,2023/12,00157.HK,3.36億,N/A,-3.74百萬,-1.112%,-1.51千萬,-4.497%,-0.008,50.658%,2023/12,0157.HK,1081000000.0,S
00158.HK,萬邦投資,090202,63.100,0.000,0.000%,0.00,0.00,無盈利,0.22,5.71%,15.78億,00158.HK,4.52,4.52,-1.74%,-1.76%,74.06%,-81.80%,-69.63%,N/A,2023/09,00158.HK,1.58億,N/A,-1.13億,-71.406%,-1.29億,-81.805%,-5.170,-1.373%,2023/09,0158.HK,1578000000.0,S
00159.HK,布萊克萬礦業,080402,0.117,+0.005,+4.464%,1.20萬,1.39千,無盈利,2.38,0.00%,10.86億,00159.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,00159.HK,1.58百萬,"3,193.000%",-2.44千萬,N/A,-1.34千萬,N/A,-0.001,77.049%,2024/06,0159.HK,1086000000.0,S
00160.HK,漢國置業,090204,1.030,-0.030,-2.830%,13.60萬,14.21萬,無盈利,0.07,2.91%,7.42億,00160.HK,1.43,0.85,0.02%,0.04%,53.51%,0.42%,992.06%,59.25%,2024/03,00160.HK,10.87億,3.000%,6.29千萬,5.787%,4.57百萬,0.421%,0.006,-97.042%,2024/03,0160.HK,742000000.0,S
00162.HK,世紀金花,100304,0.043,0.000,0.000%,0.00,0.00,無盈利,0.10,0.00%,4.94千萬,00162.HK,0.13,0.12,-5.89%,-49.14%,100.00%,-124.58%,N/A,551.04%,2023/12,00162.HK,4.02億,-5.000%,-2.55億,-64.047%,-4.97億,-124.579%,-0.426,-143.871%,2023/12,0162.HK,49400000.00000001,S
00163.HK,英皇國際,090202,0.200,+0.001,+0.503%,33.60萬,6.66萬,無盈利,0.07,0.00%,11.03億,00163.HK,0.80,0.22,-4.39%,-9.47%,58.01%,-116.17%,-1.07%,93.52%,2024/03,00163.HK,17.62億,45.000%,-20.86億,-118.401%,-20.47億,-116.168%,-0.560,3.448%,2024/03,0163.HK,1103000000.0,S
00164.HK,中國寶力科技,100201,0.390,-0.010,-2.500%,11.50萬,4.49萬,無盈利,N/A,0.00%,1.14億,00164.HK,0.14,0.14,-45.07%,8.54%,17.07%,-55.66%,N/A,-68.98%,2024/03,00164.HK,5.53千萬,3.000%,-3.08千萬,-55.691%,-3.08千萬,-55.657%,-0.380,-2.703%,2024/03,0164.HK,113999999.99999999,S
00166.HK,新時代集團控股,080601,0.049,+0.002,+4.255%,2.65百萬,12.73萬,無盈利,0.40,0.00%,4.28億,00166.HK,4.07,3.66,-8.85%,-12.62%,-0.52%,-0.58%,N/A,1.84%,2023/12,00166.HK,261.50億,25.000%,-1.60億,-0.610%,-1.51億,-0.576%,-0.017,N/A,2023/12,0166.HK,428000000.0,S
00167.HK,IDT,020401,1.910,0.000,0.000%,0.00,0.00,0.72,N/A,0.00%,8.28億,00167.HK,0.01,0.01,-777.91%,4.15%,7.94%,"-1,159.54%",N/A,-17.46%,2023/12,00167.HK,1.22百萬,-44.000%,-1.42千萬,"-1,159.132%",-1.42千萬,"-1,159.541%",-0.005,35.714%,2023/12,0167.HK,827999999.9999999,S
00169.HK,萬達酒店發展,100401,0.165,-0.011,-6.250%,1.48千萬,2.41百萬,無盈利,0.37,0.00%,7.75億,00169.HK,1.16,1.16,3.63%,6.10%,42.62%,16.80%,N/A,13.28%,2023/12,00169.HK,9.83億,20.000%,2.80億,28.516%,1.65億,16.800%,0.035,-14.634%,2023/12,0169.HK,775000000.0,S
00171.HK,銀建國際,090202,0.099,+0.001,+1.020%,8.00萬,7.91千,無盈利,0.10,0.00%,2.28億,00171.HK,0.81,0.81,-12.19%,-30.37%,93.33%,-977.13%,N/A,115.30%,2023/12,00171.HK,9.70千萬,N/A,-9.41億,-970.672%,-9.47億,-977.133%,-0.411,-28.993%,2023/12,0171.HK,227999999.99999997,S
00174.HK,盛洋投資,090202,0.217,0.000,0.000%,0.00,0.00,無盈利,0.07,0.00%,1.38億,00174.HK,2.48,0.87,-6.23%,-14.72%,43.33%,-61.79%,N/A,98.62%,2023/12,00174.HK,10.62億,N/A,-8.90億,-83.862%,-6.56億,-61.795%,-1.030,-119.149%,2023/12,0174.HK,138000000.0,S
00176.HK,先機企業集團,020401,0.013,0.000,0.000%,0.00,0.00,無盈利,0.75,0.00%,2.64千萬,00176.HK,0.69,0.05,-26.29%,-675.02%,30.93%,-353.44%,N/A,"1,369.18%",2023/12,00176.HK,6.76千萬,-23.000%,-2.66億,341.389%,-2.39億,-353.438%,-0.118,-155.652%,2023/12,0176.HK,26400000.0,S
00178.HK,莎莎國際,100308,0.620,0.000,0.000%,5.01百萬,3.11百萬,25.00,1.66,3.95%,19.24億,00178.HK,1.70,0.83,8.74%,17.48%,40.83%,5.01%,70.42%,55.28%,2024/03,00178.HK,43.67億,24.000%,2.85億,6.529%,2.19億,5.012%,0.071,273.684%,2024/03,0178.HK,1923999999.9999998,S
00180.HK,開達集團,020502,0.214,+0.010,+4.902%,2.00千,428.00,無盈利,0.11,0.00%,2.03億,00180.HK,0.65,0.30,-2.49%,-3.54%,100.00%,-20.03%,N/A,32.48%,2023/12,00180.HK,3.94億,11.000%,2.36千萬,6.335%,-7.46千萬,-20.034%,-0.079,13.641%,2023/12,0180.HK,202999999.99999997,S
00181.HK,閩港控股,100401,0.101,-0.004,-3.810%,0.00,0.00,無盈利,0.34,0.00%,1.16億,00181.HK,3.68,3.67,-5.85%,-6.02%,100.00%,-64.84%,N/A,0.07%,2023/12,00181.HK,3.60千萬,87.000%,-2.30千萬,-65.292%,-2.28千萬,-64.843%,-0.020,-59.200%,2023/12,0181.HK,115999999.99999999,S
00183.HK,宏輝集團,090202,0.168,+0.005,+3.067%,1.60萬,2.69千,無盈利,0.07,0.00%,9.52千萬,00183.HK,1.37,1.17,-14.09%,-17.45%,100.00%,-588.42%,N/A,21.10%,2024/06,00183.HK,5.80千萬,7.000%,-2.43億,-590.763%,-2.42億,-588.424%,-0.427,-257.754%,2024/06,0183.HK,95200000.0,S
00184.HK,激成投資,100401,2.240,-0.030,-1.322%,19.00萬,42.95萬,2.98,0.23,5.36%,7.62億,00184.HK,2.50,2.14,3.79%,7.04%,91.75%,12.64%,17.03%,44.24%,2023/12,00184.HK,17.38億,21.000%,3.63億,20.857%,2.20億,12.636%,0.646,188.393%,2023/12,0184.HK,762000000.0,S
00185.HK,正商實業,090204,0.073,-0.012,-14.118%,5.32萬,3.98千,無盈利,0.15,0.00%,1.40億,00185.HK,1.07,0.15,-4.95%,-74.90%,3.86%,-11.47%,N/A,217.81%,2023/12,00185.HK,219.62億,101.000%,-16.86億,-7.677%,-25.20億,-11.472%,-1.317,24.218%,2023/12,0185.HK,140000000.0,S
00186.HK,敏捷控股,090204,0.164,-0.001,-0.606%,0.00,0.00,820.00,2.91,0.00%,9.01億,00186.HK,1.28,0.43,3.10%,42.72%,18.16%,5.92%,N/A,249.19%,2024/03,00186.HK,22.30億,285.000%,2.14億,9.596%,1.32億,5.919%,0.024,N/A,2024/03,0186.HK,901000000.0,S
00187.HK,京城機電股份,060203,4.660,-0.070,-1.480%,2.25百萬,1.06千萬,321.38,2.21,0.00%,4.66億,00187.HK,1.65,1.27,-1.84%,-4.85%,15.31%,-3.68%,N/A,43.10%,2023/12,00187.HK,15.41億,N/A,-5.95千萬,-3.860%,-5.66千萬,-3.677%,-0.110,N/A,2023/12,0187.HK,466000000.0,S
00188.HK,新華匯富金融,040202,0.260,0.000,0.000%,0.00,0.00,無盈利,0.32,7.69%,1.98億,00188.HK,1.56,1.56,-4.68%,-7.98%,100.00%,-111.00%,-26.18%,10.38%,2024/06,00188.HK,5.10千萬,25.000%,-6.20千萬,-121.551%,-5.67千萬,-111.004%,-0.076,28.531%,2024/06,0188.HK,198000000.0,S
00191.HK,麗新國際,010101,0.540,-0.030,-5.263%,2.40萬,1.29萬,無盈利,0.03,0.00%,4.77億,00191.HK,2.27,0.92,-3.08%,-13.58%,26.31%,-35.56%,N/A,170.31%,2024/07,00191.HK,60.96億,22.000%,-16.69億,-27.370%,-21.68億,-35.561%,-2.454,-13.664%,2024/07,0191.HK,476999999.99999994,S
00193.HK,冠中地產,090204,0.201,-0.002,-0.985%,10.24萬,2.01萬,無盈利,0.06,0.00%,4.69千萬,00193.HK,17.48,16.12,0.69%,0.68%,75.80%,9.87%,N/A,N/A,2024/07,00193.HK,5.64千萬,52.000%,-1.58千萬,-28.073%,5.57百萬,9.874%,0.029,N/A,2024/07,0193.HK,46900000.00000001,S
00194.HK,廖創興企業,090201,4.380,+0.030,+0.690%,6.40萬,27.68萬,無盈利,0.16,6.39%,16.58億,00194.HK,1.14,0.59,-5.43%,-7.05%,-19.46%,-111.28%,-13.02%,20.79%,2023/12,00194.HK,7.32億,2.000%,-8.85億,-120.844%,-8.15億,-111.283%,-2.150,N/A,2023/12,0194.HK,1657999999.9999998,S
00195.HK,綠科科技國際,080402,0.280,0.000,0.000%,0.00,0.00,5.59,0.38,0.00%,3.82億,00195.HK,1.26,0.90,4.11%,6.81%,36.06%,8.33%,N/A,4.74%,2023/12,00195.HK,8.21億,-11.000%,1.90億,23.159%,6.84千萬,8.331%,0.050,-68.354%,2023/12,0195.HK,382000000.0,S
00196.HK,宏華集團,030202,0.191,-0.004,-2.051%,48.20萬,9.36萬,212.22,0.47,0.00%,17.27億,00196.HK,1.19,0.93,-3.09%,-11.42%,9.90%,-7.06%,N/A,133.15%,2023/12,00196.HK,60.00億,18.000%,-2.19億,-3.652%,-4.24億,-7.063%,-0.061,55.064%,2023/12,0196.HK,1727000000.0,S
00197.HK,亨泰,020203,0.375,+0.020,+5.634%,1.16千萬,4.44百萬,無盈利,0.12,0.00%,7.85千萬,00197.HK,7.81,6.33,-22.59%,-24.97%,8.29%,-44.45%,N/A,0.76%,2024/06,00197.HK,4.42億,N/A,-1.96億,-44.431%,-1.96億,-44.450%,-1.740,-47.458%,2024/06,0197.HK,78500000.0,S
00199.HK,德祥地產,090204,0.530,-0.110,-17.187%,5.27百萬,2.91百萬,無盈利,0.22,0.00%,4.81億,00199.HK,1.15,0.41,-13.58%,-22.01%,-56.64%,-644.36%,N/A,46.60%,2024/03,00199.HK,1.00億,29.000%,-7.83億,-782.746%,-6.45億,-644.364%,-0.710,-343.750%,2024/03,0199.HK,480999999.99999994,S
00201.HK,華大酒店,100401,0.071,-0.001,-1.389%,0.00,0.00,無盈利,0.15,0.00%,6.35億,00201.HK,0.46,0.46,-0.62%,-0.78%,24.81%,-7.28%,N/A,20.66%,2023/12,00201.HK,4.52億,2.000%,2.90千萬,6.408%,-3.29千萬,-7.284%,-0.004,N/A,2023/12,0201.HK,635000000.0,S
00202.HK,潤中國際控股,020702,0.141,-0.008,-5.369%,25.50萬,3.65萬,無盈利,0.96,0.00%,10.29億,00202.HK,1.42,1.39,-20.44%,-28.06%,44.37%,-312.09%,N/A,21.77%,2024/03,00202.HK,1.02億,-12.000%,-2.46億,-239.671%,-3.20億,-312.094%,-0.044,-62.769%,2024/03,0202.HK,1028999999.9999999,S
00204.HK,資本界金控,040204,0.610,-0.040,-6.154%,14.00萬,8.67萬,無盈利,0.12,0.00%,1.27億,00204.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,00204.HK,8.08百萬,-21.000%,-2.91千萬,N/A,-2.87千萬,N/A,-0.043,23.614%,2024/03,0204.HK,127000000.0,S
00205.HK,財訊傳媒,100201,0.305,+0.005,+1.667%,11.00萬,3.38萬,無盈利,1.45,0.00%,3.37億,00205.HK,2.00,2.00,-6.14%,-11.23%,29.26%,-60.66%,N/A,16.34%,2023/12,00205.HK,3.84千萬,-47.000%,-3.04千萬,-79.134%,-2.33千萬,-60.656%,-0.032,75.385%,2023/12,0205.HK,337000000.0,S
00206.HK,華商能源,030202,0.270,0.000,0.000%,6.40萬,1.74萬,12.05,0.63,3.70%,8.76億,00206.HK,1.91,1.60,2.91%,5.43%,22.61%,5.24%,N/A,30.05%,2023/12,00206.HK,14.16億,60.000%,1.11億,7.808%,7.42千萬,5.240%,0.023,-63.401%,2023/12,0206.HK,876000000.0,S
00209.HK,瀛晟科學,020502,0.145,-0.005,-3.333%,54.65萬,8.04萬,無盈利,N/A,0.00%,2.69千萬,00209.HK,0.61,0.45,-6.91%,35.79%,7.50%,-5.48%,N/A,-304.74%,2023/12,00209.HK,5.23億,-38.000%,-2.30千萬,-4.395%,-2.87千萬,-5.475%,-0.318,N/A,2023/12,0209.HK,26900000.0,S
00210.HK,達芙妮國際,020602,0.420,0.000,0.000%,20.80萬,8.80萬,7.33,1.03,4.76%,8.31億,00210.HK,3.03,2.99,7.65%,9.35%,50.02%,23.77%,26.83%,1.39%,2023/12,00210.HK,2.88億,44.000%,7.41千萬,25.752%,6.84千萬,23.772%,0.037,55.295%,2023/12,0210.HK,831000000.0,S
00211.HK,STYLAND,040202,0.280,0.000,0.000%,22.00萬,6.16萬,無盈利,0.74,0.00%,2.05億,00211.HK,0.74,0.74,-11.62%,-22.95%,98.12%,-497.20%,N/A,71.16%,2024/03,00211.HK,1.54千萬,1.000%,-6.02千萬,-389.758%,-7.68千萬,-497.197%,-0.108,-11.662%,2024/03,0211.HK,204999999.99999997,S
00212.HK,南洋集團,090202,30.100,0.000,0.000%,0.00,0.00,無盈利,0.23,3.65%,10.22億,00212.HK,8.94,8.94,0.92%,0.94%,89.72%,30.53%,90.28%,0.08%,2023/12,00212.HK,1.96億,106.000%,6.55千萬,40.878%,4.90千萬,30.535%,1.440,300.000%,2023/12,0212.HK,1022000000.0000001,S
00213.HK,樂聲電子,020604,0.375,0.000,0.000%,0.00,0.00,3.66,0.13,1.33%,3.43億,00213.HK,1.13,0.29,0.48%,1.61%,20.91%,7.11%,26.67%,193.76%,2024/03,00213.HK,5.78億,15.000%,4.22千萬,7.307%,4.11千萬,7.114%,0.045,-13.462%,2024/03,0213.HK,343000000.0,S
00214.HK,匯漢控股,040203,0.310,0.000,0.000%,0.00,0.00,無盈利,0.03,0.00%,2.61億,00214.HK,1.59,0.70,-9.86%,-39.65%,92.06%,-198.02%,N/A,193.20%,2024/03,00214.HK,19.03億,-17.000%,-65.03億,-341.644%,-37.69億,-198.024%,-4.480,N/A,2024/03,0214.HK,261000000.0,S
00216.HK,建業實業,090204,0.620,0.000,0.000%,0.00,0.00,無盈利,0.05,0.00%,3.42億,00216.HK,1.03,0.62,-0.32%,-0.88%,54.04%,-6.05%,-20.83%,101.38%,2024/03,00216.HK,11.03億,3.000%,-2.98千萬,-2.699%,-6.67千萬,-6.046%,-0.120,N/A,2024/03,0216.HK,342000000.0,S
00217.HK,中國誠通發展集團,040205,0.123,-0.005,-3.906%,90.40萬,11.15萬,18.92,0.27,1.63%,7.34億,00217.HK,1.21,1.16,0.64%,2.38%,40.10%,9.19%,29.82%,242.59%,2023/12,00217.HK,7.40億,-42.000%,1.22億,16.419%,6.80千萬,9.189%,0.011,-10.938%,2023/12,0217.HK,734000000.0,S
00219.HK,順豪物業,100401,0.550,+0.020,+3.774%,1.90萬,1.01萬,無盈利,0.05,0.00%,3.19億,00219.HK,1.49,1.49,-0.74%,-0.99%,31.98%,-12.04%,N/A,14.06%,2023/12,00219.HK,6.06億,-1.000%,-1.18千萬,-1.951%,-7.30千萬,-12.040%,-0.143,N/A,2023/12,0219.HK,319000000.0,S
00222.HK,閩信集團,040302,3.320,-0.060,-1.775%,3.00萬,10.57萬,22.62,0.25,0.00%,19.83億,00222.HK,7.14,7.14,0.43%,0.49%,100.00%,18.36%,136.36%,10.61%,2023/12,00222.HK,2.49億,2.000%,3.64百萬,1.695%,3.94千萬,18.360%,0.066,-91.374%,2023/12,0222.HK,1982999999.9999998,S
00223.HK,易生活控股,100105,0.109,0.000,0.000%,0.00,0.00,無盈利,0.99,0.00%,1.48億,00223.HK,1.24,1.23,-12.52%,-25.79%,17.31%,-17.39%,N/A,2.95%,2024/03,00223.HK,1.84億,-22.000%,-2.34千萬,-12.707%,-3.20千萬,-17.388%,-0.034,-13.333%,2024/03,0223.HK,148000000.0,S
00224.HK,建生國際,090202,0.580,0.000,0.000%,0.00,0.00,無盈利,0.09,0.00%,6.69億,00224.HK,0.20,0.20,-0.51%,-0.75%,100.00%,-22.51%,N/A,30.52%,2024/03,00224.HK,2.49億,4.000%,1.75億,69.950%,-5.62千萬,-22.514%,-0.049,N/A,2024/03,0224.HK,669000000.0,S
00225.HK,博富臨置業,090202,5.860,0.000,0.000%,0.00,0.00,無盈利,0.14,6.14%,6.46億,00225.HK,0.41,0.36,-3.16%,-3.46%,100.00%,-100.98%,-23.03%,7.32%,2023/09,00225.HK,1.94億,7.000%,-1.73億,-96.244%,-1.82億,-100.979%,-1.650,N/A,2023/09,0225.HK,646000000.0,S
00227.HK,第一上海,040202,0.295,-0.020,-6.349%,1.48百萬,44.52萬,8.29,0.26,0.00%,6.46億,00227.HK,1.42,1.30,-0.19%,-0.45%,66.30%,-3.40%,N/A,9.03%,2023/12,00227.HK,3.13億,-8.000%,-6.23千萬,-19.912%,-1.06千萬,-3.397%,-0.007,81.844%,2023/12,0227.HK,646000000.0,S
00228.HK,中能控股,030203,0.034,+0.001,+3.030%,6.26百萬,20.75萬,13.60,0.23,0.00%,4.14億,00228.HK,0.48,0.48,2.94%,4.04%,85.43%,20.94%,N/A,27.63%,2023/12,00228.HK,3.32億,2.000%,9.41千萬,28.339%,6.95千萬,20.940%,0.007,-17.045%,2023/12,0228.HK,413999999.99999994,S
00229.HK,利民實業,020402,0.950,0.000,0.000%,1.50萬,1.42萬,10.53,0.71,12.63%,4.76億,00229.HK,3.51,2.84,7.62%,10.08%,13.48%,4.98%,96.01%,N/A,2023/12,00229.HK,13.63億,28.000%,7.85千萬,5.760%,6.79千萬,4.981%,0.135,122.332%,2023/12,0229.HK,476000000.0,S
00232.HK,大陸航空科技控股,060201,0.134,0.000,0.000%,9.30百萬,1.24百萬,22.33,0.42,3.73%,12.47億,00232.HK,3.44,2.16,4.08%,5.42%,31.01%,8.86%,28.74%,9.66%,2023/12,00232.HK,18.30億,9.000%,9.48千萬,5.181%,1.62億,8.863%,0.017,216.364%,2023/12,0232.HK,1247000000.0,S
00234.HK,新世紀集團,040201,0.047,0.000,0.000%,0.00,0.00,無盈利,0.18,0.00%,2.72億,00234.HK,11.15,11.15,1.10%,1.44%,100.00%,25.39%,N/A,N/A,2024/03,00234.HK,1.04億,18.000%,2.86千萬,32.428%,2.24千萬,25.385%,0.004,N/A,2024/03,0234.HK,272000000.0,S
00235.HK,中策資本控股,040201,0.034,-0.002,-5.556%,3.40千萬,1.19百萬,170.00,0.31,0.00%,6.93億,00235.HK,51.32,51.32,1.18%,1.21%,100.00%,37.26%,N/A,1.61%,2023/12,00235.HK,1.14億,-65.000%,1.35千萬,18.799%,2.68千萬,37.265%,0.001,N/A,2023/12,0235.HK,693000000.0,S
00236.HK,香港生力啤,020204,1.250,0.000,0.000%,0.00,0.00,無盈利,0.71,4.00%,4.67億,00236.HK,3.11,2.26,10.64%,12.33%,38.49%,11.58%,21.74%,0.93%,2023/12,00236.HK,7.42億,8.000%,6.68千萬,9.005%,8.59千萬,11.582%,0.230,155.556%,2023/12,0236.HK,467000000.0,S
00237.HK,安全貨倉,090202,2.000,0.000,0.000%,4.60萬,9.23萬,無盈利,0.23,4.00%,8.10億,00237.HK,17.12,17.12,-3.03%,-3.16%,100.00%,-69.22%,-23.33%,N/A,2024/03,00237.HK,1.77億,20.000%,-1.10億,-61.950%,-1.23億,-69.218%,-0.300,34.783%,2024/03,0237.HK,810000000.0,S
00239.HK,白花油,050202,2.430,+0.010,+0.413%,1.80萬,4.26萬,9.63,1.04,8.23%,7.57億,00239.HK,7.18,6.90,11.57%,13.73%,100.00%,40.53%,60.83%,0.89%,2023/12,00239.HK,2.60億,73.000%,1.29億,49.939%,1.05億,40.531%,0.337,251.042%,2023/12,0239.HK,757000000.0,S
00240.HK,利基控股,090101,1.530,+0.090,+6.250%,1.61百萬,2.41百萬,4.38,0.71,10.78%,19.00億,00240.HK,1.20,1.12,5.69%,19.93%,10.45%,3.79%,31.50%,12.01%,2023/12,00240.HK,125.07億,N/A,6.40億,5.115%,4.74億,3.786%,0.381,8.857%,2023/12,0240.HK,1900000000.0,S
00243.HK,QPL,070101,0.390,0.000,0.000%,28.65萬,11.02萬,無盈利,0.35,0.00%,1.35億,00243.HK,2.50,1.88,-13.31%,-18.92%,100.00%,-23.37%,N/A,11.81%,2024/04,00243.HK,2.63億,-16.000%,-6.13千萬,-23.335%,-6.14千萬,-23.370%,-0.213,-59.850%,2024/04,0243.HK,135000000.0,S
00244.HK,先施,100304,0.315,-0.005,-1.563%,1.00千,305.00,無盈利,8.87,0.00%,4.14億,00244.HK,0.69,0.57,-8.52%,-62.22%,57.43%,-34.54%,N/A,470.85%,2023/12,00244.HK,1.46億,N/A,-5.16千萬,-28.239%,-5.05千萬,-34.539%,-0.040,20.000%,2023/12,0244.HK,413999999.99999994,S
00248.HK,香港通訊國際控股,070306,0.040,0.000,0.000%,0.00,0.00,無盈利,0.23,0.00%,4.98千萬,00248.HK,1.11,1.03,-5.29%,-9.06%,25.74%,-12.46%,N/A,65.81%,2024/03,00248.HK,1.76億,3.000%,-2.20千萬,-12.474%,-2.20千萬,-12.460%,-0.018,-12.102%,2024/03,0248.HK,49800000.00000001,S
00251.HK,爪哇控股,090202,1.250,0.000,0.000%,0.00,0.00,無盈利,0.19,4.00%,7.53億,00251.HK,1.52,1.51,-7.03%,-20.89%,100.00%,-206.32%,-3.53%,191.53%,2023/12,00251.HK,4.43億,16.000%,0.00,N/A,-8.54億,-206.324%,-1.418,-122.606%,2023/12,0251.HK,753000000.0,S
00252.HK,華信地產財務,080301,1.600,0.000,0.000%,0.00,0.00,無盈利,0.32,1.88%,3.61億,00252.HK,1.69,1.46,3.45%,4.97%,33.44%,29.26%,12.00%,31.96%,2024/03,00252.HK,1.93億,-19.000%,-2.02億,-105.043%,5.64千萬,29.265%,0.250,103.252%,2024/03,0252.HK,361000000.0,S
00253.HK,順豪控股,100401,0.560,0.000,0.000%,0.00,0.00,無盈利,0.04,0.00%,1.70億,00253.HK,1.30,1.29,-0.46%,-1.07%,31.98%,-7.43%,N/A,25.33%,2023/12,00253.HK,6.06億,-1.000%,-1.62千萬,-2.666%,-4.50千萬,-7.428%,-0.186,N/A,2023/12,0253.HK,170000000.0,S
00254.HK,國家聯合資源,100509,0.315,-0.015,-4.545%,82.15萬,26.18萬,無盈利,1.62,0.00%,1.78億,00254.HK,0.60,0.60,-1.83%,-6.02%,7.45%,-10.18%,N/A,146.96%,2024/06,00254.HK,8.47千萬,-27.000%,-43.50萬,-0.513%,-8.63百萬,-10.183%,-0.002,N/A,2024/06,0254.HK,178000000.0,S
00255.HK,龍記集團,060203,1.820,+0.010,+0.552%,6.00千,1.09萬,無盈利,0.69,12.64%,11.51億,00255.HK,5.88,3.13,-3.46%,-4.03%,100.00%,-5.00%,-87.18%,0.36%,2023/12,00255.HK,14.75億,-8.000%,-1.13億,-7.770%,-7.24千萬,-4.998%,-0.115,N/A,2023/12,0255.HK,1151000000.0,S
00256.HK,冠城鐘錶珠寶,020604,0.183,-0.002,-1.081%,1.19百萬,21.92萬,無盈利,0.22,0.00%,7.96億,00256.HK,1.12,0.97,0.27%,1.08%,100.00%,2.77%,N/A,19.35%,2023/12,00256.HK,16.29億,1.000%,7.00千萬,4.294%,4.51千萬,2.768%,0.010,N/A,2023/12,0256.HK,796000000.0,S
00261.HK,ＧＢＡ集團,100402,0.270,-0.010,-3.571%,31.04萬,8.45萬,無盈利,0.10,0.00%,7.69千萬,00261.HK,4.50,0.97,-13.48%,-15.99%,-5.87%,-125.55%,N/A,2.81%,2023/12,00261.HK,7.84千萬,41.000%,-9.96千萬,-127.133%,-9.84千萬,-125.550%,-0.145,59.722%,2023/12,0261.HK,76900000.0,S
00262.HK,迪臣發展國際,090201,0.071,+0.001,+1.429%,2.00萬,1.40千,無盈利,0.08,0.00%,1.04億,00262.HK,1.80,0.57,-3.83%,-5.59%,33.50%,-59.10%,N/A,27.13%,2024/03,00262.HK,1.28億,31.000%,-9.27千萬,-72.377%,-7.57千萬,-59.099%,-0.052,16.774%,2024/03,0262.HK,104000000.0,S
00264.HK,中聯發展控股,020606,2.150,-0.030,-1.376%,24.00萬,51.87萬,無盈利,N/A,0.00%,9.93億,00264.HK,0.20,0.13,-198.88%,47.04%,18.75%,-92.11%,N/A,-43.37%,2023/12,00264.HK,3.03千萬,-45.000%,-2.76千萬,-91.230%,-2.79千萬,-92.115%,-0.072,-46.939%,2023/12,0264.HK,993000000.0,S
00265.HK,港譽智慧城市服務,090203,2.500,0.000,0.000%,0.00,0.00,21.44,2.38,0.00%,6.46億,00265.HK,3.75,3.64,2.62%,7.16%,24.88%,6.24%,N/A,16.49%,2023/12,00265.HK,3.42億,50.000%,3.19千萬,9.304%,2.14千萬,6.239%,0.085,112.500%,2023/12,0265.HK,646000000.0,S
00266.HK,天德地產,090202,2.010,0.000,0.000%,0.00,0.00,無盈利,0.24,6.97%,9.54億,00266.HK,4.72,4.72,2.22%,4.46%,68.19%,63.61%,39.02%,4.63%,2024/03,00266.HK,3.05億,-1.000%,4.20億,137.794%,1.94億,63.611%,0.410,N/A,2024/03,0266.HK,953999999.9999999,S
